labTestId:ID,itemId,label,category,unit,:LABEL
lt_51199,51199,Eosinophil Count,Hematology,,LabTest
lt_52173,52173,Red Blood Cell Enzyme,Hematology,,LabTest
lt_52215,52215,ATLFlg,Hematology,,LabTest
lt_51154,51154,CD117,Hematology,,LabTest
lt_52115,52115,Fibrinoge,Hematology,,LabTest
lt_52182,52182,Sudan Black Staining,Hematology,,LabTest
lt_51142,51142,Arachadonic Acid,Hematology,,LabTest
lt_51177,51177,CD33,Hematology,,LabTest
lt_51178,51178,CD34,Hematology,,LabTest
lt_51217,51217,Glyco A,Hematology,,LabTest
lt_51244,51244,Lymphocytes,Hematology,,LabTest
lt_52153,52153,Other Inhibitor,Hematology,,LabTest
lt_52174,52174,"Reptilase Time, Control",Hematology,,LabTest
lt_52188,52188,Thrombin Time Control,Hematology,,LabTest
lt_51150,51150,Blood Parasite Smear,Hematology,,LabTest
lt_51169,51169,CD20 %,Hematology,,LabTest
lt_51227,51227,Hemogloblin S,Hematology,,LabTest
lt_51272,51272,"Protein S, Antigen",Hematology,,LabTest
lt_51290,51290,Sickle Cell Preparation,Hematology,,LabTest
lt_52072,52072,Absolute CD56 Count,Hematology,,LabTest
lt_52084,52084,Autohem-g,Hematology,,LabTest
lt_52219,52219,WBCScat,Hematology,,LabTest
lt_51186,51186,CD5 Absolute Count,Hematology,,LabTest
lt_51188,51188,CD56,Hematology,,LabTest
lt_51245,51245,"Lymphocytes, Percent",Hematology,,LabTest
lt_52095,52095,CD62,Hematology,,LabTest
lt_52120,52120,Fitzgerld,Hematology,,LabTest
lt_52160,52160,Prekallekrein,Hematology,,LabTest
lt_52178,52178,SCT - Normalized Ratio,Hematology,,LabTest
lt_52187,52187,Thrombin Time,Hematology,,LabTest
lt_52921,52921,PT,Hematology,,LabTest
lt_52126,52126,Heinz Aph,Hematology,,LabTest
lt_52190,52190,Tissue Thromboplastin Inhibitor,Hematology,,LabTest
lt_51132,51132,Absolute CD8 Count,Hematology,,LabTest
lt_51140,51140,Antithrombin,Hematology,,LabTest
lt_51141,51141,APT Test,Hematology,,LabTest
lt_51212,51212,Fetal Hemoglobin,Hematology,,LabTest
lt_51214,51214,"Fibrinogen, Functional",Hematology,,LabTest
lt_51235,51235,Inhibitor Screen,Hematology,,LabTest
lt_52093,52093,CD56 Absolute Count,Hematology,,LabTest
lt_52139,52139,LE Prep,Hematology,,LabTest
lt_52210,52210,LeftShf,Hematology,,LabTest
lt_51270,51270,"Protein C, Antigen",Hematology,,LabTest
lt_52091,52091,CD52,Hematology,,LabTest
lt_52111,52111,Echinocytes,Hematology,,LabTest
lt_51202,51202,Factor II,Hematology,,LabTest
lt_51234,51234,Immunophenotyping,Hematology,,LabTest
lt_51255,51255,Myelocytes,Hematology,,LabTest
lt_52086,52086,Bleed Tm,Hematology,,LabTest
lt_52129,52129,Hemoglobin Other,Hematology,,LabTest
lt_52200,52200,PltDist,Hematology,,LabTest
lt_52206,52206,RetFlg,Hematology,,LabTest
lt_51208,51208,Factor X,Hematology,,LabTest
lt_51226,51226,Hemogloblin A,Hematology,,LabTest
lt_52107,52107,dRVVT - Confirmation,Hematology,,LabTest
lt_52136,52136,Inhibitor,Hematology,,LabTest
lt_52786,52786,Bleeding Time,Hematology,,LabTest
lt_51146,51146,Basophils,Hematology,,LabTest
lt_51182,51182,CD41,Hematology,,LabTest
lt_51260,51260,Ovalocytes,Hematology,,LabTest
lt_51139,51139,Anticardiolipin Antibody IgM,Hematology,,LabTest
lt_52116,52116,Fibrinogen,Hematology,,LabTest
lt_52162,52162,Protein S,Hematology,,LabTest
lt_52172,52172,RDW-SD,Hematology,,LabTest
lt_52192,52192,Trap Stain,Hematology,,LabTest
lt_51210,51210,Factor XII,Hematology,,LabTest
lt_51240,51240,Large Platelets,Hematology,,LabTest
lt_51249,51249,MCHC,Hematology,,LabTest
lt_51258,51258,Osmotic Fragility,Hematology,,LabTest
lt_51281,51281,Reptilase Time Control,Hematology,,LabTest
lt_52068,52068,24 Hr,Hematology,,LabTest
lt_52220,52220,wbcp,Hematology,,LabTest
lt_51174,51174,CD3 %,Hematology,,LabTest
lt_51176,51176,"CD3 Cells, Percent",Hematology,,LabTest
lt_51269,51269,Promyelocytes,Hematology,,LabTest
lt_52168,52168,Pyruvate Kinase,Hematology,,LabTest
lt_51134,51134,Acanthocytes,Hematology,,LabTest
lt_51215,51215,FMC-7,Hematology,,LabTest
lt_51264,51264,Platelet Clumps,Hematology,,LabTest
lt_51283,51283,"Reticulocyte Count, Automated",Hematology,,LabTest
lt_52152,52152,"Osmotic Fragility, Incubated",Hematology,,LabTest
lt_52948,52948,Thrombin,Hematology,,LabTest
lt_51162,51162,CD16/56 Absolute Count,Hematology,,LabTest
lt_51181,51181,CD4/CD8 Ratio,Hematology,,LabTest
lt_51203,51203,Factor IX,Hematology,,LabTest
lt_51253,51253,Monocyte Count,Hematology,,LabTest
lt_52071,52071,Absolute CD20 Count,Hematology,,LabTest
lt_52080,52080,Asd,Hematology,,LabTest
lt_52201,52201,PltScat,Hematology,,LabTest
lt_51158,51158,CD14,Hematology,,LabTest
lt_51168,51168,CD20,Hematology,,LabTest
lt_51237,51237,INR(PT),Hematology,,LabTest
lt_51295,51295,TdT,Hematology,,LabTest
lt_52081,52081,ASD & NA-F,Hematology,,LabTest
lt_52108,52108,dRVVT - Normalized Ratio,Hematology,,LabTest
lt_52150,52150,Non-Specific Esterase,Hematology,,LabTest
lt_52171,52171,RBC Morphology,Hematology,,LabTest
lt_51164,51164,CD19,Hematology,,LabTest
lt_51170,51170,CD20 Absolute Count,Hematology,,LabTest
lt_51231,51231,Howell-Jolly Bodies,Hematology,,LabTest
lt_51278,51278,Red Blood Cell Fragments,Hematology,,LabTest
lt_51299,51299,Von Willebrand Factor Antigen,Hematology,,LabTest
lt_52094,52094,CD61,Hematology,,LabTest
lt_52124,52124,G6pd Spec,Hematology,,LabTest
lt_52185,52185,TCR Gamma-Delta,Hematology,,LabTest
lt_52212,52212,MonoFlg,Hematology,,LabTest
lt_52213,52213,NRBCFlg,Hematology,,LabTest
lt_52858,52858,Fibrin Degradation Products,Hematology,,LabTest
lt_51157,51157,CD138,Hematology,,LabTest
lt_51171,51171,CD22,Hematology,,LabTest
lt_51179,51179,CD38,Hematology,,LabTest
lt_51133,51133,Absolute Lymphocyte Count,Hematology,,LabTest
lt_51197,51197,Elliptocytes,Hematology,,LabTest
lt_51211,51211,Factor XIII,Hematology,,LabTest
lt_52164,52164,PT Mean,Hematology,,LabTest
lt_52199,52199,FragFlg,Hematology,,LabTest
lt_52218,52218,IG Flg,Hematology,,LabTest
lt_52840,52840,Factor IX,Hematology,,LabTest
lt_51136,51136,Alpha Antiplasmin,Hematology,,LabTest
lt_51145,51145,Basophilic Stippling,Hematology,,LabTest
lt_51195,51195,Collagen,Hematology,,LabTest
lt_52087,52087,CD15/56,Hematology,,LabTest
lt_52176,52176,Rouleaux,Hematology,,LabTest
lt_52202,52202,PltClmp,Hematology,,LabTest
lt_51183,51183,CD45,Hematology,,LabTest
lt_51241,51241,Leukocyte Alkaline Phosphatase,Hematology,,LabTest
lt_52085,52085,Bleed Tm,Hematology,,LabTest
lt_52101,52101,Cr,Hematology,,LabTest
lt_52109,52109,dRVVT - Screen,Hematology,,LabTest
lt_52128,52128,Hemoglobin H Inclusion,Hematology,,LabTest
lt_52141,52141,Malaria Smear,Hematology,,LabTest
lt_52155,52155,Periodic Acid Schiff Stain,Hematology,,LabTest
lt_52844,52844,Factor VII,Hematology,,LabTest
lt_51185,51185,CD5 %,Hematology,,LabTest
lt_51198,51198,Envelope Cells,Hematology,,LabTest
lt_51222,51222,Hemoglobin,Hematology,,LabTest
lt_51284,51284,"Reticulocyte Count, Manual",Hematology,,LabTest
lt_52184,52184,TCR Alpha-Beta,Hematology,,LabTest
lt_52193,52193,Viii Ag,Hematology,,LabTest
lt_51243,51243,Lupus Anticoagulant,Hematology,,LabTest
lt_51251,51251,Metamyelocytes,Hematology,,LabTest
lt_51285,51285,"Reticulocyte, Cellular Hemoglobin",Hematology,,LabTest
lt_52099,52099,Clot Retraction,Hematology,,LabTest
lt_52132,52132,HIT-Ab Numerical Result,Hematology,,LabTest
lt_52177,52177,SCT - Confirmation,Hematology,,LabTest
lt_52838,52838,Factor II,Hematology,,LabTest
lt_51131,51131,Absolute CD4 Count,Hematology,,LabTest
lt_51262,51262,Pencil Cells,Hematology,,LabTest
lt_51265,51265,Platelet Count,Hematology,,LabTest
lt_52088,52088,CD 1a,Hematology,,LabTest
lt_52089,52089,CD30,Hematology,,LabTest
lt_52161,52161,Problem Specimen,Hematology,,LabTest
lt_52207,52207,TurbHbI,Hematology,,LabTest
lt_52842,52842,Factor V,Hematology,,LabTest
lt_51207,51207,Factor VIII Inhibitor,Hematology,,LabTest
lt_51221,51221,Hematocrit,Hematology,,LabTest
lt_51223,51223,Hemoglobin A2,Hematology,,LabTest
lt_51277,51277,RDW,Hematology,,LabTest
lt_51287,51287,Schistocytes,Hematology,,LabTest
lt_51292,51292,Spherocytes,Hematology,,LabTest
lt_51298,51298,Von Willebrand Factor Activity,Hematology,,LabTest
lt_52125,52125,Glutathione,Hematology,,LabTest
lt_52157,52157,Plasma Hemoglobin,Hematology,,LabTest
lt_52191,52191,Tr- Acid,Hematology,,LabTest
lt_52214,52214,AbnLymp,Hematology,,LabTest
lt_52846,52846,Factor VIII,Hematology,,LabTest
lt_51130,51130,Absolute CD3 Count,Hematology,,LabTest
lt_51271,51271,"Protein C, Functional",Hematology,,LabTest
lt_51302,51302,Young Cells,Hematology,,LabTest
lt_52069,52069,Absolute Basophil Count,Hematology,,LabTest
lt_52122,52122,Fsp,Hematology,,LabTest
lt_52148,52148,NEUTY,Hematology,,LabTest
lt_52170,52170, Rbc,Hematology,,LabTest
lt_52196,52196,WAM Manual Diff,Hematology,,LabTest
lt_52851,52851,Factor XI,Hematology,,LabTest
lt_52855,52855,Factor XIII,Hematology,,LabTest
lt_51156,51156,CD13,Hematology,,LabTest
lt_51175,51175,CD3 Absolute Count,Hematology,,LabTest
lt_52097,52097,Circ Ab,Hematology,,LabTest
lt_52106,52106,Donath-l,Hematology,,LabTest
lt_52112,52112,Euglobulin Lysis,Hematology,,LabTest
lt_52216,52216,BlasFlg,Hematology,,LabTest
lt_51213,51213,Fibrin Degradation Products,Hematology,,LabTest
lt_51257,51257,Nucleated Red Cells,Hematology,,LabTest
lt_51300,51300,WBC Count,Hematology,,LabTest
lt_52075,52075,Absolute Neutrophil Count,Hematology,,LabTest
lt_52105,52105,Direct Antiplatelet Antibodies,Hematology,,LabTest
lt_52123,52123,"G6PD, Qualitative",Hematology,,LabTest
lt_52131,52131,HIT-Ab Interpreted Result,Hematology,,LabTest
lt_52179,52179,SCT - Screen,Hematology,,LabTest
lt_51137,51137,Anisocytosis,Hematology,,LabTest
lt_51152,51152,CD10,Hematology,,LabTest
lt_51200,51200,Eosinophils,Hematology,,LabTest
lt_51266,51266,Platelet Smear,Hematology,,LabTest
lt_52073,52073,Absolute Eosinophil Count,Hematology,,LabTest
lt_52140,52140,LS,Hematology,,LabTest
lt_52849,52849,Factor X,Hematology,,LabTest
lt_51149,51149,Bleeding Time,Hematology,,LabTest
lt_51236,51236,Inpatient Hematology/Oncology Smear,Hematology,,LabTest
lt_51294,51294,Target Cells,Hematology,,LabTest
lt_51296,51296,Teardrop Cells,Hematology,,LabTest
lt_52175,52175,Ristocetin Response,Hematology,,LabTest
lt_52197,52197,WAM MANUAL DIFF 2,Hematology,,LabTest
lt_52198,52198,ErytFlg,Hematology,,LabTest
lt_51144,51144,Bands,Hematology,,LabTest
lt_51218,51218,Granulocyte Count,Hematology,,LabTest
lt_51232,51232,Hypersegmented Neutrophils,Hematology,,LabTest
lt_51238,51238,Kappa,Hematology,,LabTest
lt_51239,51239,Lambda,Hematology,,LabTest
lt_51256,51256,Neutrophils,Hematology,,LabTest
lt_51297,51297,Thrombin,Hematology,,LabTest
lt_52104,52104,Cryoglob,Hematology,,LabTest
lt_52110,52110,DSmear,Hematology,,LabTest
lt_52137,52137,Inh Scr,Hematology,,LabTest
lt_52180,52180,STA-CLOT,Hematology,,LabTest
lt_51166,51166,CD19 Absolute Count,Hematology,,LabTest
lt_51191,51191,CD64,Hematology,,LabTest
lt_51225,51225,Hemoglobin F,Hematology,,LabTest
lt_51286,51286,Ristocetin,Hematology,,LabTest
lt_51288,51288,Sedimentation Rate,Hematology,,LabTest
lt_51172,51172,CD23,Hematology,,LabTest
lt_51190,51190,CD59,Hematology,,LabTest
lt_51247,51247,MacroOvalocytes,Hematology,,LabTest
lt_52133,52133,Hmwk,Hematology,,LabTest
lt_52158,52158,Plasminogen,Hematology,,LabTest
lt_51165,51165,CD19 %,Hematology,,LabTest
lt_51250,51250,MCV,Hematology,,LabTest
lt_51274,51274,PT,Hematology,,LabTest
lt_51293,51293,Sugar Water Test,Hematology,,LabTest
lt_52078,52078,Antithrombin III,Hematology,,LabTest
lt_52165,52165,PTT Control,Hematology,,LabTest
lt_52166,52166,PTT-LA,Hematology,,LabTest
lt_51220,51220,Heinz Body Prep,Hematology,,LabTest
lt_51242,51242,LUC,Hematology,,LabTest
lt_51263,51263,Plasma Cells,Hematology,,LabTest
lt_51275,51275,PTT,Hematology,,LabTest
lt_52119,52119,Fitzgerld,Hematology,,LabTest
lt_52127,52127,Helmet Cells,Hematology,,LabTest
lt_52183,52183,Sulf Hgb,Hematology,,LabTest
lt_51204,51204,Factor V,Hematology,,LabTest
lt_51219,51219,H/O Smear,Hematology,,LabTest
lt_51261,51261,Pappenheimer Bodies,Hematology,,LabTest
lt_52167,52167,PTT mea,Hematology,,LabTest
lt_52889,52889,Lupus Anticoagulant,Hematology,,LabTest
lt_52929,52929,Reptilase Time,Hematology,,LabTest
lt_52070,52070,Absolute CD19 Count,Hematology,,LabTest
lt_52114,52114,Factor VIII Antigen,Hematology,,LabTest
lt_52117,52117,"Fibrinogen, Immunologic",Hematology,,LabTest
lt_52209,52209,EosFlg,Hematology,,LabTest
lt_52217,52217,Bl/AbLy,Hematology,,LabTest
lt_51161,51161,CD16,Hematology,,LabTest
lt_51209,51209,Factor XI,Hematology,,LabTest
lt_51228,51228,Heparin,Hematology,,LabTest
lt_52090,52090,CD42,Hematology,,LabTest
lt_52149,52149,NFletcher,Hematology,,LabTest
lt_52151,52151,NRBC,Hematology,,LabTest
lt_52211,52211,LymFlg,Hematology,,LabTest
lt_51159,51159,CD15,Hematology,,LabTest
lt_51193,51193,CD71,Hematology,,LabTest
lt_51216,51216,Fragmented Cells,Hematology,,LabTest
lt_52079,52079,ASA Tol,Hematology,,LabTest
lt_52143,52143,Methemalb,Hematology,,LabTest
lt_52194,52194,VIII-CIE,Hematology,,LabTest
lt_51148,51148,Blasts,Hematology,,LabTest
lt_51192,51192,CD7,Hematology,,LabTest
lt_51206,51206,Factor VIII,Hematology,,LabTest
lt_51248,51248,MCH,Hematology,,LabTest
lt_51282,51282,"Reticulocyte Count, Absolute",Hematology,,LabTest
lt_51289,51289,Serum Viscosity,Hematology,,LabTest
lt_51301,51301,White Blood Cells,Hematology,,LabTest
lt_52074,52074,Absolute Monocyte Count,Hematology,,LabTest
lt_52100,52100,Clot Time,Hematology,,LabTest
lt_52142,52142,Mean Platelet Volume,Hematology,,LabTest
lt_52923,52923,PTT,Hematology,,LabTest
lt_51173,51173,CD25,Hematology,,LabTest
lt_51194,51194,"CD8 Cells, Percent",Hematology,,LabTest
lt_51246,51246,Macrocytes,Hematology,,LabTest
lt_52076,52076,Acid Phosphatase Stain,Hematology,,LabTest
lt_52121,52121,Fletcher,Hematology,,LabTest
lt_52134,52134,IG,Hematology,,LabTest
lt_52403,52403,Bile,Hematology,,LabTest
lt_52406,52406,Voided Specimen,Hematology,,LabTest
lt_52405,52405,Prblm,Hematology,,LabTest
lt_52407,52407,WBC,Hematology,,LabTest
lt_51460,51460,"Blood, Occult",Hematology,,LabTest
lt_52404,52404,Fat,Hematology,,LabTest
lt_51476,51476,Epithelial Cells,Hematology,,LabTest
lt_52425,52425,XUCU,Hematology,,LabTest
lt_52423,52423,SKIP,Hematology,,LabTest
lt_52416,52416,Myoglobin,Hematology,,LabTest
lt_51491,51491,pH,Hematology,,LabTest
lt_51479,51479,Granular Casts,Hematology,,LabTest
lt_51502,51502,Trichomonas,Hematology,,LabTest
lt_52424,52424,RFXUCU,Hematology,,LabTest
lt_52408,52408,Bacturia,Hematology,,LabTest
lt_52419,52419,Voided Specimen,Hematology,,LabTest
lt_51467,51467,Broad Casts,Hematology,,LabTest
lt_51477,51477,Free Fat,Hematology,,LabTest
lt_51483,51483,Hyphenated Yeast,Hematology,,LabTest
lt_51501,51501,Transitional Epithelial Cells,Hematology,,LabTest
lt_51503,51503,Triple Phosphate Crystals,Hematology,,LabTest
lt_51511,51511,Urine Fat Bodies,Hematology,,LabTest
lt_51474,51474,Eosinophils,Hematology,,LabTest
lt_51462,51462,Amorphous Crystals,Hematology,,LabTest
lt_51465,51465,Bilirubin Crystals,Hematology,,LabTest
lt_51473,51473,Cysteine Crystals,Hematology,,LabTest
lt_51509,51509,Urine Comments,Hematology,,LabTest
lt_51514,51514,Urobilinogen,Hematology,,LabTest
lt_51461,51461,Ammonium Biurate,Hematology,,LabTest
lt_51478,51478,Glucose,Hematology,,LabTest
lt_51485,51485,Leucine Crystals,Hematology,,LabTest
lt_51496,51496,"Reducing Substances, Urine",Hematology,,LabTest
lt_52426,52426,UCU1,Hematology,,LabTest
lt_51510,51510,"Urine Crystals, Other",Hematology,,LabTest
lt_51468,51468,Calcium Carbonate Crystals,Hematology,,LabTest
lt_51463,51463,Bacteria,Hematology,,LabTest
lt_51504,51504,Tyrosine Crystals,Hematology,,LabTest
lt_52418,52418,Problem Specimen,Hematology,,LabTest
lt_52422,52422,RUN,Hematology,,LabTest
lt_51464,51464,Bilirubin,Hematology,,LabTest
lt_51499,51499,Sperm,Hematology,,LabTest
lt_52411,52411,Hgb,Hematology,,LabTest
lt_51472,51472,Cholesterol Crystals,Hematology,,LabTest
lt_51481,51481,Hemosiderin,Hematology,,LabTest
lt_51512,51512,Urine Mucous,Hematology,,LabTest
lt_52412,52412,HPF,Hematology,,LabTest
lt_52413,52413,Leuks,Hematology,,LabTest
lt_51508,51508,Urine Color,Hematology,,LabTest
lt_51482,51482,Hyaline Casts,Hematology,,LabTest
lt_51489,51489,NonSquamous Epithelial Cell,Hematology,,LabTest
lt_52410,52410,Fatty Casts,Hematology,,LabTest
lt_52409,52409,Budding Yeast,Hematology,,LabTest
lt_51466,51466,Blood,Hematology,,LabTest
lt_51488,51488,Non-squamous Epithelial Cells,Hematology,,LabTest
lt_52427,52427,UCU2,Hematology,,LabTest
lt_51487,51487,Nitrite,Hematology,,LabTest
lt_51492,51492,Protein,Hematology,,LabTest
lt_51500,51500,Sulfonamides,Hematology,,LabTest
lt_51498,51498,Specific Gravity,Hematology,,LabTest
lt_51490,51490,Oval Fat Body,Hematology,,LabTest
lt_52414,52414,LEUKS,Hematology,,LabTest
lt_51475,51475,Epithelial Casts,Hematology,,LabTest
lt_51495,51495,RBC Clumps,Hematology,,LabTest
lt_51497,51497,Renal Epithelial Cells,Hematology,,LabTest
lt_51484,51484,Ketone,Hematology,,LabTest
lt_51517,51517,WBC Casts,Hematology,,LabTest
lt_51469,51469,Calcium Oxalate Crystals,Hematology,,LabTest
lt_51493,51493,RBC,Hematology,,LabTest
lt_51505,51505,Uric Acid Crystals,Hematology,,LabTest
lt_51519,51519,Yeast,Hematology,,LabTest
lt_51470,51470,Calcium Phosphate Crystals,Hematology,,LabTest
lt_51506,51506,Urine Appearance,Hematology,,LabTest
lt_52420,52420,ZZDUMMY,Hematology,,LabTest
lt_52421,52421,GATE,Hematology,,LabTest
lt_51471,51471,Cellular Cast,Hematology,,LabTest
lt_51494,51494,RBC Casts,Hematology,,LabTest
lt_52415,52415,LPF,Hematology,,LabTest
lt_51513,51513,Urine Specimen Type,Hematology,,LabTest
lt_51515,51515,Waxy Casts,Hematology,,LabTest
lt_51507,51507,"Urine Casts, Other",Hematology,,LabTest
lt_51516,51516,WBC,Hematology,,LabTest
lt_51518,51518,WBC Clumps,Hematology,,LabTest
lt_52417,52417,Pku,Hematology,,LabTest
lt_51480,51480,Hematocrit,Hematology,,LabTest
lt_51486,51486,Leukocytes,Hematology,,LabTest
lt_51127,51127,"RBC, Ascites",Hematology,,LabTest
lt_51113,51113,Blasts,Hematology,,LabTest
lt_52054,52054,Histiocyte,Hematology,,LabTest
lt_52063,52063,Polys#,Hematology,,LabTest
lt_51119,51119,Metamyelocytes,Hematology,,LabTest
lt_51123,51123,Other,Hematology,,LabTest
lt_51117,51117,Macrophage,Hematology,,LabTest
lt_52067,52067,Young#,Hematology,,LabTest
lt_51116,51116,Lymphocytes,Hematology,,LabTest
lt_51125,51125,Polys,Hematology,,LabTest
lt_51110,51110,Atypical Lymphocytes,Hematology,,LabTest
lt_52062,52062,Plasma#,Hematology,,LabTest
lt_51118,51118,Mesothelial Cell,Hematology,,LabTest
lt_51111,51111,Bands,Hematology,,LabTest
lt_51120,51120,Monocytes,Hematology,,LabTest
lt_52066,52066,Voided Specimen,Hematology,,LabTest
lt_52065,52065,"Total Nucleated Cells, Ascites",Hematology,,LabTest
lt_52064,52064,Promyelo#,Hematology,,LabTest
lt_52052,52052,Eos#,Hematology,,LabTest
lt_52051,52051,Blasts#,Hematology,,LabTest
lt_52059,52059,Monos#,Hematology,,LabTest
lt_51126,51126,Promyelocytes,Hematology,,LabTest
lt_51115,51115,"Hematocrit, Ascites",Hematology,,LabTest
lt_51114,51114,Eosinophils,Hematology,,LabTest
lt_52055,52055,Hyperseg,Hematology,,LabTest
lt_52061,52061,Nuc Rbcs#,Hematology,,LabTest
lt_52053,52053,Histio#,Hematology,,LabTest
lt_52060,52060,Myelos#,Hematology,,LabTest
lt_52048,52048,Atyps#,Hematology,,LabTest
lt_52050,52050,Basos#,Hematology,,LabTest
lt_52057,52057,Lymphs#,Hematology,,LabTest
lt_51112,51112,Basophils,Hematology,,LabTest
lt_52058,52058,Metas#,Hematology,,LabTest
lt_52056,52056,Hyperseg#,Hematology,,LabTest
lt_51122,51122,Nucleated RBC,Hematology,,LabTest
lt_51129,51129,Young,Hematology,,LabTest
lt_51124,51124,Plasma,Hematology,,LabTest
lt_52049,52049,Bands#,Hematology,,LabTest
lt_51121,51121,Myelocytes,Hematology,,LabTest
lt_51448,51448,Mesothelial Cells,Hematology,,LabTest
lt_52375,52375,Atyps#,Hematology,,LabTest
lt_52388,52388,Plasma#,Hematology,,LabTest
lt_51453,51453,Other,Hematology,,LabTest
lt_52381,52381,Histiocytes,Hematology,,LabTest
lt_51454,51454,Plasma Cells,Hematology,,LabTest
lt_52384,52384,Lymphs#,Hematology,,LabTest
lt_52392,52392,Voided Specimen,Hematology,,LabTest
lt_51455,51455,Polys,Hematology,,LabTest
lt_52377,52377,Basos#,Hematology,,LabTest
lt_51449,51449,Metamyelocytes,Hematology,,LabTest
lt_51442,51442,Basophils,Hematology,,LabTest
lt_51440,51440,Atypical Lymphocytes,Hematology,,LabTest
lt_51444,51444,Eosinophils,Hematology,,LabTest
lt_52378,52378,Blasts#,Hematology,,LabTest
lt_51457,51457,"RBC, Pleural",Hematology,,LabTest
lt_51441,51441,Bands,Hematology,,LabTest
lt_51450,51450,Monos,Hematology,,LabTest
lt_51445,51445,"Hematocrit, Pleural",Hematology,,LabTest
lt_52387,52387,Myelos#,Hematology,,LabTest
lt_52390,52390,Promyelocytes#,Hematology,,LabTest
lt_51452,51452,NRBC,Hematology,,LabTest
lt_52379,52379,Eos#,Hematology,,LabTest
lt_52382,52382,Hypersegmented  Neutrophils#,Hematology,,LabTest
lt_52391,52391,"Total Nucleated Cells, Pleural",Hematology,,LabTest
lt_51443,51443,Blasts,Hematology,,LabTest
lt_51459,51459,Young Cells,Hematology,,LabTest
lt_52383,52383,Hypersegmented Neutrophils,Hematology,,LabTest
lt_52389,52389,Polys#,Hematology,,LabTest
lt_51456,51456,Promyelocytes,Hematology,,LabTest
lt_51446,51446,Lymphocytes,Hematology,,LabTest
lt_52393,52393,Young#,Hematology,,LabTest
lt_51447,51447,Macrophages,Hematology,,LabTest
lt_51451,51451,Myelocytes,Hematology,,LabTest
lt_52380,52380,Histiocyte#,Hematology,,LabTest
lt_52376,52376,Bands#,Hematology,,LabTest
lt_52385,52385,Metas#,Hematology,,LabTest
lt_53083,53083,NRBC,Hematology,,LabTest
lt_52386,52386,Monos#,Hematology,,LabTest
lt_51304,51304,CD103,Hematology,,LabTest
lt_51322,51322,CD38,Hematology,,LabTest
lt_52324,52324,CD62,Hematology,,LabTest
lt_51320,51320,CD33,Hematology,,LabTest
lt_52323,52323,CD61,Hematology,,LabTest
lt_52331,52331,TCR Alpha-Beta,Hematology,,LabTest
lt_51314,51314,CD2,Hematology,,LabTest
lt_51316,51316,CD22,Hematology,,LabTest
lt_51321,51321,CD34,Hematology,,LabTest
lt_51331,51331,CD64,Hematology,,LabTest
lt_52318,52318,Asd&na-f,Hematology,,LabTest
lt_52320,52320,CD30,Hematology,,LabTest
lt_51317,51317,CD23,Hematology,,LabTest
lt_51335,51335,FMC-7,Hematology,,LabTest
lt_52325,52325,Chloroacetate Esterase,Hematology,,LabTest
lt_52317,52317,Asd,Hematology,,LabTest
lt_51339,51339,Iron Stain,Hematology,,LabTest
lt_52328,52328,Periodic Schiff Stain,Hematology,,LabTest
lt_51307,51307,CD13,Hematology,,LabTest
lt_51330,51330,CD59,Hematology,,LabTest
lt_52955,52955,CD10,Hematology,,LabTest
lt_52326,52326,Naphthol Acetate Stain,Hematology,,LabTest
lt_51306,51306,CD11c,Hematology,,LabTest
lt_51324,51324,CD41,Hematology,,LabTest
lt_51308,51308,CD138,Hematology,,LabTest
lt_51328,51328,CD56,Hematology,,LabTest
lt_52333,52333,Tr-acid,Hematology,,LabTest
lt_51309,51309,CD14,Hematology,,LabTest
lt_51312,51312,CD16/56,Hematology,,LabTest
lt_52319,52319,CD 1a,Hematology,,LabTest
lt_52316,52316,Acid Phosphatase Stain,Hematology,,LabTest
lt_52992,52992,Iron Stain,Hematology,,LabTest
lt_51305,51305,CD117,Hematology,,LabTest
lt_51318,51318,CD25,Hematology,,LabTest
lt_51323,51323,CD4,Hematology,,LabTest
lt_51336,51336,Glyco A,Hematology,,LabTest
lt_51340,51340,Kappa,Hematology,,LabTest
lt_51334,51334,CD8,Hematology,,LabTest
lt_52322,52322,CD52,Hematology,,LabTest
lt_52321,52321,CD42,Hematology,,LabTest
lt_51311,51311,CD16,Hematology,,LabTest
lt_51327,51327,CD55,Hematology,,LabTest
lt_52335,52335,TdT,Hematology,,LabTest
lt_52332,52332,TCR Gamma-Delta,Hematology,,LabTest
lt_51337,51337,HLA-DR,Hematology,,LabTest
lt_52334,52334,Voided Specimen,Hematology,,LabTest
lt_51303,51303,CD10,Hematology,,LabTest
lt_51333,51333,CD71,Hematology,,LabTest
lt_51338,51338,Immunophenotyping,Hematology,,LabTest
lt_51326,51326,CD5,Hematology,,LabTest
lt_51342,51342,Wright Giemsa,Hematology,,LabTest
lt_52330,52330,Sudan Black Stain,Hematology,,LabTest
lt_51329,51329,CD57,Hematology,,LabTest
lt_51319,51319,CD3,Hematology,,LabTest
lt_51341,51341,Lambda,Hematology,,LabTest
lt_51313,51313,CD19,Hematology,,LabTest
lt_52329,52329,Peroxidase Stain,Hematology,,LabTest
lt_51310,51310,CD15,Hematology,,LabTest
lt_51315,51315,CD20,Hematology,,LabTest
lt_51332,51332,CD7,Hematology,,LabTest
lt_52327,52327,Naphthol Butryrate,Hematology,,LabTest
lt_51325,51325,CD45,Hematology,,LabTest
